,age,job,marital,education
1911,26,blue-collar,married,secondary
1912,54,blue-collar,married,secondary
1913,48,housemaid,married,primary
1914,30,services,single,tertiary
1915,29,management,single,tertiary
1916,51,entrepreneur,married,tertiary
1917,53,unemployed,married,primary
1918,43,blue-collar,married,secondary
1919,34,admin.,married,tertiary
1920,40,entrepreneur,married,tertiary
1921,43,technician,married,secondary
1922,33,admin.,single,secondary
1923,66,retired,married,secondary
1924,44,technician,divorced,secondary
1925,33,services,married,secondary
1926,31,technician,single,secondary
1927,71,retired,married,primary
1928,22,student,single,primary
1929,46,unemployed,single,tertiary
1930,32,services,married,secondary
1931,45,blue-collar,married,secondary
1932,32,management,married,secondary
1933,49,blue-collar,married,primary
1934,27,technician,single,secondary
1935,46,entrepreneur,married,secondary
1936,37,management,single,tertiary
1937,30,unemployed,single,secondary
1938,44,self-employed,divorced,secondary
1939,45,technician,married,secondary
1940,27,student,single,secondary
1941,57,housemaid,married,primary
1942,66,management,married,tertiary
1943,40,admin.,divorced,secondary
1944,48,blue-collar,married,secondary
1945,33,blue-collar,single,secondary
1946,42,services,divorced,secondary
1947,47,unemployed,married,secondary
1948,27,technician,single,tertiary
1949,78,retired,married,tertiary
1950,50,services,married,primary
1951,46,entrepreneur,single,tertiary
1952,41,admin.,divorced,secondary
1953,36,admin.,single,tertiary
1954,49,retired,married,primary
1955,46,management,divorced,tertiary
1956,77,retired,married,primary
1957,30,technician,single,tertiary
1958,43,management,single,secondary
1959,44,blue-collar,married,secondary
1960,40,blue-collar,married,primary
1961,38,blue-collar,married,primary
1962,25,unemployed,single,tertiary
1963,49,management,married,tertiary
1964,33,blue-collar,married,primary
1965,40,management,single,tertiary
1966,44,blue-collar,married,primary
1967,32,blue-collar,married,secondary
1968,52,management,married,tertiary
1969,35,management,married,tertiary
1970,35,technician,married,secondary
1971,32,management,married,secondary
1972,42,technician,married,secondary
1973,59,blue-collar,married,unknown
1974,44,technician,single,secondary
1975,50,admin.,divorced,secondary
1976,27,blue-collar,single,secondary
1977,55,management,divorced,tertiary
1978,54,blue-collar,married,unknown
1979,31,unemployed,single,secondary
1980,56,admin.,married,unknown
1981,51,self-employed,married,tertiary
1982,61,blue-collar,married,primary
1983,34,technician,single,secondary
1984,56,blue-collar,married,primary
1985,29,student,single,unknown
1986,34,management,single,tertiary
1987,35,services,single,secondary
1988,56,admin.,divorced,secondary
1989,45,blue-collar,married,secondary
1990,31,admin.,single,secondary
1991,37,entrepreneur,divorced,tertiary
1992,43,admin.,married,secondary
1993,40,management,married,unknown
1994,44,management,married,primary
1995,38,admin.,single,secondary
1996,58,management,divorced,tertiary
1997,24,blue-collar,single,secondary
1998,53,services,married,secondary
1999,36,blue-collar,married,secondary
2000,28,blue-collar,married,primary
2001,45,blue-collar,married,primary
2002,32,admin.,single,tertiary
2003,46,admin.,married,secondary
2004,28,blue-collar,single,secondary
2005,51,unemployed,married,secondary
2006,51,blue-collar,married,primary
2007,30,technician,single,secondary
2008,39,technician,married,secondary
2009,28,blue-collar,married,primary
2010,31,management,single,tertiary
2011,31,blue-collar,married,primary
2012,38,management,married,tertiary
2013,31,blue-collar,single,secondary
2014,74,retired,divorced,secondary
2015,40,management,single,tertiary
2016,43,technician,married,secondary
2017,34,technician,single,tertiary
2018,54,management,divorced,tertiary
2019,51,blue-collar,married,primary
2020,33,blue-collar,married,secondary
2021,41,technician,married,tertiary
2022,33,management,single,tertiary
2023,48,admin.,married,secondary
2024,42,self-employed,divorced,tertiary
2025,35,management,single,tertiary
2026,25,admin.,married,secondary
2027,38,blue-collar,single,primary
2028,45,entrepreneur,married,secondary
2029,59,management,divorced,tertiary
2030,47,management,married,unknown
2031,33,management,married,tertiary
2032,59,management,married,primary
2033,41,blue-collar,divorced,primary
2034,42,technician,married,secondary
2035,51,technician,divorced,tertiary
2036,45,management,married,tertiary
2037,30,management,married,tertiary
2038,33,blue-collar,single,secondary
2039,43,management,married,tertiary
2040,37,blue-collar,married,secondary
2041,73,retired,married,primary
2042,43,blue-collar,married,secondary
2043,52,unemployed,married,primary
2044,44,management,married,tertiary
2045,56,management,married,tertiary
2046,21,services,single,secondary
2047,43,unknown,married,tertiary
2048,54,management,married,primary
2049,59,technician,married,primary
2050,52,blue-collar,married,primary
2051,31,admin.,single,secondary
2052,53,admin.,married,secondary
2053,24,technician,single,secondary
2054,57,retired,married,secondary
2055,48,technician,married,secondary
2056,57,technician,married,secondary
2057,51,technician,married,secondary
2058,50,management,divorced,tertiary
2059,34,blue-collar,married,secondary
2060,43,blue-collar,married,primary
2061,31,services,married,secondary
2062,29,blue-collar,married,unknown
2063,39,blue-collar,married,primary
2064,36,management,single,tertiary
2065,38,unemployed,single,tertiary
2066,56,management,divorced,tertiary
2067,41,housemaid,divorced,primary
2068,47,technician,married,secondary
2069,38,management,single,tertiary
2070,80,retired,married,secondary
2071,37,services,married,secondary
2072,44,management,single,tertiary
2073,33,blue-collar,single,secondary
2074,53,technician,married,secondary
2075,69,retired,married,tertiary
2076,46,technician,married,secondary
2077,30,management,single,tertiary
2078,31,self-employed,single,secondary
2079,38,management,divorced,tertiary
2080,34,services,divorced,secondary
2081,48,unknown,married,unknown
2082,46,blue-collar,divorced,primary
2083,42,admin.,married,secondary
2084,41,blue-collar,married,secondary
2085,33,blue-collar,married,secondary
2086,39,blue-collar,married,primary
2087,27,student,single,secondary
2088,26,management,single,tertiary
2089,38,management,single,tertiary
2090,48,blue-collar,married,secondary
2091,54,services,married,secondary
2092,51,services,married,secondary
2093,47,technician,married,secondary
2094,53,technician,married,secondary
2095,35,blue-collar,married,primary
2096,58,management,married,tertiary
2097,52,management,divorced,tertiary
2098,57,retired,married,secondary
2099,52,management,married,tertiary
2100,35,management,single,tertiary
2101,48,technician,married,secondary
2102,46,entrepreneur,married,tertiary
2103,39,services,married,secondary
2104,38,self-employed,divorced,tertiary
2105,34,entrepreneur,married,secondary
2106,47,entrepreneur,married,primary
2107,35,management,divorced,tertiary
2108,46,blue-collar,divorced,primary
2109,27,admin.,single,secondary
2110,31,blue-collar,married,secondary
2111,31,management,single,tertiary
2112,46,admin.,married,secondary
2113,31,admin.,married,secondary
2114,33,management,married,tertiary
2115,42,housemaid,married,primary
2116,33,management,single,primary
2117,40,housemaid,married,primary
2118,51,blue-collar,married,primary
2119,31,unemployed,married,tertiary
2120,62,retired,divorced,tertiary
2121,24,student,single,secondary
2122,48,unemployed,married,secondary
2123,41,technician,divorced,secondary
2124,43,management,married,tertiary
2125,52,technician,married,secondary
2126,54,blue-collar,married,primary
2127,32,technician,divorced,tertiary
2128,38,blue-collar,married,primary
2129,41,admin.,married,primary
2130,31,blue-collar,single,primary
2131,35,housemaid,married,tertiary
2132,26,admin.,married,secondary
2133,52,technician,married,tertiary
2134,58,retired,married,secondary
2135,57,housemaid,married,tertiary
2136,34,management,married,tertiary
2137,59,blue-collar,married,primary
2138,27,technician,single,secondary
2139,42,entrepreneur,married,tertiary
2140,47,housemaid,single,tertiary
2141,33,blue-collar,married,secondary
2142,31,services,single,secondary
2143,37,management,married,tertiary
2144,29,blue-collar,married,secondary
2145,38,unemployed,married,primary
2146,35,self-employed,married,secondary
2147,31,technician,single,secondary
2148,62,management,married,tertiary
2149,32,technician,single,tertiary
2150,31,services,married,secondary
2151,51,blue-collar,divorced,primary
2152,29,services,single,secondary
2153,43,blue-collar,married,primary
2154,36,blue-collar,married,secondary
2155,34,self-employed,married,primary
2156,29,services,married,secondary
2157,57,retired,married,secondary
2158,43,management,married,tertiary
2159,33,services,married,secondary
2160,60,management,married,tertiary
2161,51,technician,married,primary
2162,40,admin.,single,secondary
2163,51,technician,married,secondary
2164,38,services,married,secondary
2165,35,technician,married,secondary
2166,47,technician,married,secondary
2167,45,blue-collar,married,primary
2168,40,services,married,secondary
2169,29,entrepreneur,single,secondary
2170,52,management,divorced,tertiary
2171,26,technician,married,secondary
2172,31,blue-collar,single,primary
2173,55,services,married,unknown
2174,35,services,married,secondary
2175,56,management,divorced,tertiary
2176,28,blue-collar,single,secondary
2177,27,student,single,secondary
2178,30,technician,married,secondary
2179,51,technician,married,tertiary
2180,33,management,married,secondary
2181,32,blue-collar,single,secondary
2182,43,entrepreneur,married,secondary
2183,46,blue-collar,married,primary
2184,32,management,married,tertiary
2185,40,services,married,secondary
2186,39,blue-collar,married,secondary
2187,51,blue-collar,married,primary
2188,46,admin.,single,secondary
2189,43,blue-collar,married,primary
2190,36,technician,married,tertiary
2191,48,management,married,tertiary
2192,26,admin.,single,secondary
2193,39,admin.,single,unknown
2194,47,management,married,tertiary
2195,23,entrepreneur,single,primary
2196,54,management,divorced,tertiary
2197,38,admin.,married,secondary
2198,33,technician,married,secondary
2199,35,admin.,divorced,secondary
2200,52,services,married,secondary
2201,25,technician,single,tertiary
2202,29,management,married,tertiary
2203,35,technician,single,tertiary
2204,49,services,married,secondary
2205,41,admin.,divorced,secondary
2206,32,management,married,tertiary
2207,29,admin.,single,secondary
2208,28,blue-collar,married,secondary
2209,59,retired,married,secondary
2210,34,entrepreneur,married,tertiary
2211,55,management,divorced,tertiary
2212,34,management,married,tertiary
2213,24,student,single,secondary
2214,42,technician,divorced,secondary
2215,34,management,single,unknown
2216,34,admin.,married,secondary
2217,51,self-employed,married,tertiary
2218,58,blue-collar,married,primary
2219,44,technician,married,secondary
2220,33,blue-collar,married,secondary
2221,34,management,married,tertiary
2222,34,admin.,married,secondary
2223,42,blue-collar,divorced,secondary
2224,46,management,single,tertiary
2225,31,self-employed,single,tertiary
2226,39,entrepreneur,married,tertiary
2227,34,management,single,tertiary
2228,47,technician,married,secondary
2229,42,services,divorced,secondary
2230,48,blue-collar,single,secondary
2231,30,self-employed,single,tertiary
2232,38,technician,married,secondary
2233,24,services,married,secondary
2234,34,technician,married,secondary
2235,46,management,single,tertiary
2236,32,admin.,divorced,secondary
2237,46,services,married,secondary
2238,26,self-employed,married,tertiary
2239,42,blue-collar,married,secondary
2240,50,technician,married,secondary
2241,41,blue-collar,married,primary
2242,34,admin.,single,secondary
2243,32,services,married,secondary
2244,58,housemaid,single,tertiary
2245,45,technician,married,secondary
2246,28,admin.,single,secondary
2247,35,technician,married,secondary
2248,39,services,married,secondary
2249,49,unemployed,divorced,tertiary
2250,50,management,married,tertiary
2251,37,management,married,tertiary
2252,45,blue-collar,married,primary
2253,30,housemaid,single,secondary
2254,48,unemployed,married,tertiary
2255,36,management,single,tertiary
2256,41,management,single,secondary
2257,55,blue-collar,married,secondary
2258,70,retired,married,primary
2259,41,management,married,tertiary
2260,47,services,divorced,secondary
2261,34,technician,single,secondary
2262,33,management,single,tertiary
2263,58,retired,married,secondary
2264,51,management,married,tertiary
2265,45,management,married,tertiary
2266,55,admin.,married,secondary
2267,30,blue-collar,single,primary
2268,33,management,single,secondary
2269,27,services,single,secondary
2270,59,retired,married,secondary
2271,34,management,single,tertiary
2272,47,technician,divorced,tertiary
2273,44,blue-collar,married,primary
2274,35,admin.,single,secondary
2275,45,management,married,tertiary
2276,42,blue-collar,married,primary
2277,38,technician,married,secondary
2278,34,technician,single,secondary
2279,35,technician,married,secondary
2280,29,management,single,secondary
2281,58,retired,married,secondary
2282,44,blue-collar,single,primary
2283,45,entrepreneur,married,tertiary
2284,43,blue-collar,married,secondary
2285,44,services,married,secondary
2286,30,technician,single,secondary
2287,38,unemployed,married,tertiary
2288,50,technician,married,secondary
2289,21,student,single,secondary
2290,38,entrepreneur,married,tertiary
2291,42,admin.,married,secondary
2292,45,technician,single,tertiary
2293,34,entrepreneur,married,secondary
2294,48,technician,married,secondary
2295,34,services,married,secondary
2296,32,blue-collar,married,secondary
2297,35,technician,married,tertiary
2298,39,entrepreneur,married,tertiary
2299,36,self-employed,married,tertiary
2300,35,technician,married,secondary
2301,57,services,divorced,secondary
2302,28,technician,single,secondary
2303,43,admin.,married,unknown
2304,57,management,married,secondary
2305,34,services,divorced,secondary
2306,36,technician,married,tertiary
2307,47,management,divorced,tertiary
2308,36,management,divorced,tertiary
2309,33,management,married,tertiary
2310,57,management,married,tertiary
2311,57,management,married,tertiary
2312,34,admin.,married,secondary
2313,51,housemaid,divorced,tertiary
2314,54,blue-collar,divorced,primary
2315,52,self-employed,single,tertiary
2316,43,entrepreneur,married,tertiary
2317,58,retired,single,primary
2318,53,admin.,married,secondary
2319,44,management,married,secondary
2320,29,management,single,tertiary
2321,27,services,single,secondary
2322,35,blue-collar,married,primary
2323,40,self-employed,married,secondary
2324,34,blue-collar,married,secondary
2325,38,admin.,single,secondary
2326,32,services,married,secondary
2327,41,admin.,married,secondary
2328,25,blue-collar,single,secondary
2329,38,blue-collar,divorced,secondary
2330,26,technician,single,secondary
2331,37,technician,single,tertiary
2332,30,management,married,tertiary
2333,36,services,married,secondary
2334,33,management,married,secondary
2335,33,admin.,single,tertiary
2336,35,management,married,tertiary
2337,24,services,married,tertiary
2338,29,unemployed,married,secondary
2339,54,blue-collar,married,secondary
2340,27,admin.,married,secondary
2341,34,management,married,secondary
2342,39,blue-collar,married,primary
2343,38,management,married,tertiary
2344,37,management,married,tertiary
2345,26,services,single,secondary
2346,36,entrepreneur,married,tertiary
2347,35,management,single,tertiary
2348,30,management,single,tertiary
2349,25,technician,single,secondary
2350,34,technician,married,secondary
2351,52,unknown,married,unknown
2352,39,admin.,married,secondary
2353,34,management,married,secondary
2354,34,management,single,secondary
2355,30,services,married,secondary
2356,33,services,married,secondary
2357,30,student,single,secondary
2358,51,blue-collar,married,primary
2359,36,services,single,secondary
2360,48,blue-collar,married,primary
2361,37,services,divorced,secondary
2362,58,management,married,secondary
2363,56,management,divorced,tertiary
2364,34,blue-collar,married,secondary
2365,33,admin.,divorced,secondary
2366,26,services,single,secondary
2367,40,management,single,unknown
2368,35,services,married,secondary
2369,45,entrepreneur,married,secondary
2370,37,technician,single,secondary
2371,35,management,divorced,tertiary
2372,43,services,single,secondary
2373,28,blue-collar,married,secondary
2374,32,blue-collar,divorced,secondary
2375,26,unemployed,single,secondary
2376,35,services,married,secondary
2377,35,technician,single,secondary
2378,39,blue-collar,married,secondary
2379,42,blue-collar,divorced,secondary
2380,32,technician,single,secondary
2381,30,unemployed,married,secondary
2382,26,management,single,tertiary
2383,30,student,single,secondary
2384,32,management,married,tertiary
2385,47,services,married,secondary
2386,33,technician,married,tertiary
2387,57,blue-collar,married,primary
2388,35,admin.,married,secondary
2389,53,technician,married,tertiary
2390,24,retired,single,secondary
2391,54,management,divorced,tertiary
2392,31,management,married,tertiary
2393,41,entrepreneur,married,secondary
2394,44,unknown,married,secondary
2395,35,services,single,secondary
2396,30,management,married,tertiary
2397,43,blue-collar,single,primary
2398,51,entrepreneur,married,secondary
2399,60,retired,married,secondary
2400,43,self-employed,married,secondary
2401,31,management,married,tertiary
2402,56,management,married,primary
2403,42,technician,married,secondary
2404,52,entrepreneur,married,primary
2405,40,technician,married,secondary
2406,36,services,married,secondary
2407,40,services,married,primary
2408,46,blue-collar,married,secondary
2409,32,admin.,single,secondary
2410,31,housemaid,single,tertiary
2411,41,technician,divorced,secondary
2412,58,housemaid,married,primary
2413,36,services,married,secondary
2414,52,technician,married,secondary
2415,42,management,married,tertiary
2416,32,management,single,tertiary
2417,62,management,married,tertiary
2418,31,technician,single,tertiary
2419,41,blue-collar,single,secondary
2420,34,self-employed,married,tertiary
2421,44,management,single,tertiary
2422,42,blue-collar,married,primary
2423,37,entrepreneur,single,secondary
2424,47,management,married,tertiary
2425,32,unemployed,married,secondary
2426,46,blue-collar,married,secondary
2427,39,technician,single,tertiary
2428,28,services,single,secondary
2429,26,student,single,secondary
2430,52,technician,married,secondary
2431,42,unemployed,married,secondary
2432,33,technician,divorced,tertiary
2433,73,retired,married,primary
2434,35,admin.,single,secondary
2435,40,management,married,tertiary
2436,51,technician,married,secondary
2437,37,admin.,single,secondary
2438,39,management,married,tertiary
2439,28,blue-collar,married,secondary
2440,49,technician,divorced,tertiary
2441,36,admin.,married,secondary
2442,45,technician,married,secondary
2443,29,technician,single,tertiary
2444,35,management,married,secondary
2445,35,housemaid,married,tertiary
2446,30,blue-collar,married,secondary
2447,46,blue-collar,married,primary
2448,25,student,single,tertiary
2449,36,management,married,tertiary
2450,42,blue-collar,married,primary
2451,57,admin.,married,secondary
2452,42,management,divorced,tertiary
2453,29,management,married,tertiary
2454,36,technician,married,tertiary
2455,31,unemployed,married,secondary
2456,59,technician,married,primary
2457,50,unemployed,divorced,secondary
2458,47,admin.,married,secondary
2459,46,housemaid,married,primary
2460,26,blue-collar,single,primary
2461,31,services,single,secondary
2462,30,services,married,tertiary
2463,47,blue-collar,single,unknown
2464,23,technician,single,tertiary
2465,44,unemployed,single,primary
2466,42,self-employed,married,secondary
2467,32,services,single,secondary
2468,28,admin.,single,secondary
2469,57,retired,married,primary
2470,38,technician,married,tertiary
2471,22,student,single,secondary
2472,54,admin.,married,secondary
2473,32,technician,married,tertiary
2474,32,management,married,tertiary
2475,59,admin.,divorced,secondary
2476,45,technician,married,secondary
2477,53,unknown,married,primary
2478,50,admin.,divorced,secondary
2479,34,technician,married,secondary
2480,35,admin.,divorced,secondary
2481,30,management,married,tertiary
2482,62,housemaid,married,secondary
2483,40,blue-collar,married,secondary
2484,26,self-employed,single,tertiary
2485,34,management,married,tertiary
2486,50,unknown,married,unknown
2487,31,unknown,divorced,tertiary
2488,35,technician,married,secondary
2489,55,retired,married,primary
2490,34,admin.,married,secondary
2491,58,retired,married,primary
2492,50,management,single,tertiary
2493,31,technician,single,secondary
2494,47,admin.,divorced,secondary
2495,38,self-employed,single,tertiary
2496,46,management,single,tertiary
2497,42,blue-collar,married,primary
2498,34,blue-collar,married,secondary
2499,37,management,married,tertiary
2500,38,student,single,tertiary
2501,59,retired,married,secondary
2502,32,admin.,married,secondary
2503,55,management,married,tertiary
2504,35,blue-collar,married,secondary
2505,56,management,divorced,tertiary
2506,27,admin.,married,secondary
2507,42,unemployed,single,secondary
2508,42,student,married,unknown
2509,41,blue-collar,married,primary
2510,53,retired,divorced,secondary
2511,67,retired,married,primary
2512,53,housemaid,married,primary
2513,33,blue-collar,married,primary
2514,31,technician,single,unknown
2515,31,admin.,married,secondary
2516,30,management,married,tertiary
2517,48,blue-collar,married,unknown
2518,30,technician,single,secondary
2519,43,technician,single,tertiary
2520,38,management,divorced,tertiary
2521,46,unemployed,married,secondary
2522,59,blue-collar,divorced,secondary
2523,44,management,divorced,tertiary
2524,35,blue-collar,married,secondary
2525,55,blue-collar,married,unknown
2526,39,management,single,tertiary
2527,36,services,single,secondary
2528,33,blue-collar,married,secondary
2529,48,management,single,tertiary
2530,33,management,single,tertiary
2531,67,retired,married,unknown
2532,48,unemployed,divorced,secondary
2533,57,management,married,tertiary
2534,31,housemaid,married,primary
2535,30,student,single,tertiary
2536,56,entrepreneur,divorced,primary
2537,26,blue-collar,married,primary
2538,44,management,married,secondary
2539,44,technician,divorced,secondary
2540,31,management,married,tertiary
2541,47,self-employed,married,unknown
2542,30,admin.,single,secondary
2543,37,management,married,tertiary
2544,56,admin.,divorced,primary
2545,43,management,single,secondary
2546,42,services,married,secondary
2547,60,management,married,secondary
2548,34,blue-collar,married,unknown
2549,34,management,single,tertiary
2550,41,management,married,tertiary
2551,38,management,divorced,secondary
2552,23,services,married,secondary
2553,33,management,married,tertiary
2554,36,blue-collar,married,secondary
2555,49,unemployed,married,tertiary
2556,34,admin.,divorced,secondary
2557,40,technician,divorced,secondary
2558,72,retired,married,primary
2559,43,technician,married,secondary
2560,44,blue-collar,married,secondary
2561,35,admin.,married,secondary
2562,46,admin.,divorced,secondary
2563,55,admin.,married,secondary
2564,50,technician,divorced,secondary
2565,23,blue-collar,single,unknown
2566,34,student,married,unknown
2567,40,blue-collar,married,secondary
2568,61,retired,married,secondary
2569,53,technician,married,secondary
2570,57,technician,married,secondary
2571,28,blue-collar,married,secondary
2572,25,admin.,married,secondary
2573,38,blue-collar,married,secondary
2574,27,services,single,secondary
2575,45,blue-collar,married,secondary
2576,31,services,single,secondary
2577,39,blue-collar,married,primary
2578,42,technician,married,secondary
2579,46,management,married,tertiary
2580,36,services,married,secondary
2581,30,management,single,tertiary
2582,32,blue-collar,married,secondary
2583,52,technician,married,tertiary
2584,31,management,married,tertiary
2585,60,management,married,primary
2586,35,blue-collar,single,secondary
2587,38,management,married,tertiary
2588,46,management,divorced,tertiary
2589,45,entrepreneur,divorced,tertiary
2590,59,services,married,secondary
2591,34,management,married,tertiary
2592,33,technician,divorced,secondary
2593,46,management,single,secondary
2594,48,admin.,married,secondary
2595,31,services,single,secondary
2596,32,technician,married,secondary
2597,35,blue-collar,divorced,primary
2598,36,blue-collar,single,primary
2599,52,management,married,tertiary
2600,45,management,divorced,tertiary
2601,34,management,married,tertiary
2602,25,blue-collar,married,primary
2603,26,management,single,tertiary
2604,57,management,married,unknown
2605,48,management,married,primary
2606,48,technician,married,unknown
2607,32,blue-collar,married,primary
2608,58,retired,married,secondary
2609,57,management,married,primary
2610,31,entrepreneur,married,tertiary
2611,33,blue-collar,single,secondary
2612,53,entrepreneur,married,tertiary
2613,36,admin.,married,secondary
2614,32,technician,single,tertiary
2615,45,blue-collar,married,secondary
2616,35,unemployed,married,tertiary
2617,41,services,married,secondary
2618,54,services,married,secondary
2619,49,services,married,secondary
2620,28,technician,single,secondary
2621,24,blue-collar,single,unknown
2622,30,admin.,single,secondary
2623,32,self-employed,married,primary
2624,53,entrepreneur,married,tertiary
2625,42,blue-collar,married,primary
2626,48,blue-collar,married,primary
2627,33,technician,married,secondary
2628,31,blue-collar,divorced,secondary
2629,56,unemployed,divorced,primary
2630,58,retired,married,primary
2631,37,admin.,single,secondary
2632,59,management,married,primary
2633,50,management,single,tertiary
2634,39,housemaid,single,primary
2635,30,technician,married,secondary
2636,47,services,divorced,secondary
2637,44,self-employed,married,secondary
2638,38,blue-collar,married,primary
2639,50,management,married,tertiary
2640,27,admin.,single,tertiary
2641,73,retired,married,secondary
2642,46,blue-collar,married,primary
2643,56,retired,divorced,secondary
2644,36,management,married,tertiary
2645,33,blue-collar,married,primary
2646,40,management,married,tertiary
2647,52,management,married,tertiary
2648,51,blue-collar,married,secondary
2649,33,blue-collar,married,secondary
2650,54,services,married,secondary
2651,44,management,married,secondary
2652,50,entrepreneur,married,secondary
2653,45,blue-collar,single,secondary
2654,36,management,married,tertiary
2655,42,technician,married,secondary
2656,37,technician,married,secondary
2657,28,services,single,secondary
2658,56,admin.,married,secondary
2659,59,admin.,married,secondary
2660,32,unemployed,married,secondary
2661,57,retired,married,primary
2662,49,admin.,single,secondary
2663,56,entrepreneur,married,unknown
2664,48,admin.,divorced,unknown
2665,27,student,single,tertiary
2666,31,management,single,tertiary
2667,28,blue-collar,single,secondary
2668,36,management,married,tertiary
2669,58,housemaid,married,primary
2670,46,admin.,married,secondary
2671,32,management,single,tertiary
2672,39,services,married,secondary
2673,35,self-employed,married,tertiary
2674,31,management,married,tertiary
2675,29,management,single,tertiary
2676,48,blue-collar,married,primary
2677,60,retired,married,primary
2678,74,retired,married,secondary
2679,30,services,married,secondary
2680,52,admin.,single,primary
2681,24,blue-collar,married,secondary
2682,29,services,married,secondary
2683,33,housemaid,married,primary
2684,34,blue-collar,married,secondary
2685,45,admin.,divorced,secondary
2686,31,blue-collar,married,secondary
2687,45,technician,married,secondary
2688,27,services,married,secondary
2689,30,management,single,tertiary
2690,45,blue-collar,married,primary
2691,57,blue-collar,married,secondary
2692,34,management,married,tertiary
2693,40,admin.,married,secondary
2694,39,management,married,tertiary
2695,46,technician,married,tertiary
2696,55,management,divorced,tertiary
2697,25,management,single,tertiary
2698,34,management,married,tertiary
2699,37,blue-collar,married,primary
2700,64,retired,divorced,tertiary
2701,45,technician,divorced,secondary
2702,57,housemaid,married,secondary
2703,21,student,single,unknown
2704,58,housemaid,married,secondary
2705,41,blue-collar,single,secondary
2706,41,management,married,unknown
2707,58,management,married,tertiary
2708,33,management,married,tertiary
2709,32,management,married,tertiary
2710,44,services,divorced,secondary
2711,47,unknown,married,unknown
2712,41,self-employed,married,primary
2713,54,technician,married,tertiary
2714,47,technician,divorced,tertiary
2715,32,management,single,tertiary
2716,59,housemaid,married,tertiary
2717,29,technician,single,tertiary
2718,48,services,married,secondary
2719,32,technician,single,secondary
2720,46,management,divorced,secondary
2721,31,blue-collar,single,primary
2722,53,blue-collar,married,secondary
2723,34,technician,single,tertiary
2724,48,services,single,unknown
2725,32,technician,married,secondary
2726,31,management,married,secondary
2727,27,blue-collar,single,primary
2728,60,admin.,married,secondary
2729,34,blue-collar,single,tertiary
2730,52,self-employed,married,secondary
2731,48,blue-collar,married,secondary
2732,45,technician,married,primary
2733,54,technician,divorced,secondary
2734,52,services,married,secondary
2735,47,entrepreneur,married,tertiary
2736,54,unknown,married,secondary
2737,34,blue-collar,married,secondary
2738,39,technician,single,tertiary
2739,46,technician,married,secondary
2740,26,unemployed,single,secondary
2741,37,technician,single,secondary
2742,47,blue-collar,married,secondary
2743,35,technician,married,secondary
2744,57,unemployed,married,primary
2745,34,management,married,tertiary
2746,47,technician,married,secondary
2747,27,technician,married,secondary
2748,40,blue-collar,married,secondary
2749,39,technician,married,secondary
2750,36,entrepreneur,married,tertiary
2751,42,technician,single,secondary
2752,23,blue-collar,single,primary
2753,34,management,married,tertiary
2754,34,blue-collar,married,secondary
2755,49,services,married,secondary
2756,57,blue-collar,married,primary
2757,59,retired,married,unknown
2758,57,admin.,married,tertiary
2759,34,blue-collar,married,secondary
2760,61,management,married,secondary
2761,35,blue-collar,divorced,secondary
2762,42,management,married,tertiary
2763,57,services,married,tertiary
2764,42,blue-collar,married,secondary
2765,53,retired,married,secondary
2766,63,retired,married,tertiary
2767,47,self-employed,married,secondary
2768,54,services,married,secondary
2769,45,admin.,married,secondary
2770,28,management,single,tertiary
2771,58,unemployed,married,secondary
2772,48,management,single,tertiary
2773,35,management,divorced,tertiary
2774,37,self-employed,married,tertiary
2775,37,blue-collar,married,secondary
2776,37,management,married,primary
2777,25,services,single,secondary
2778,58,blue-collar,married,secondary
2779,52,management,married,secondary
2780,19,student,single,secondary
2781,59,blue-collar,married,secondary
2782,41,technician,married,secondary
2783,34,technician,single,tertiary
2784,35,technician,single,secondary
2785,41,technician,married,secondary
2786,28,blue-collar,single,secondary
2787,53,management,divorced,secondary
2788,35,services,married,secondary
2789,33,admin.,single,tertiary
2790,37,technician,single,secondary
2791,32,technician,married,secondary
2792,32,blue-collar,married,secondary
2793,54,services,married,unknown
2794,44,blue-collar,married,secondary
2795,36,technician,divorced,tertiary
2796,56,admin.,married,secondary
2797,30,management,single,tertiary
2798,36,blue-collar,married,secondary
2799,43,management,married,tertiary
2800,40,technician,married,secondary
2801,32,technician,single,tertiary
2802,34,blue-collar,married,secondary
2803,37,services,married,secondary
2804,28,admin.,single,secondary
2805,35,unknown,married,primary
2806,53,blue-collar,single,secondary
2807,60,admin.,married,unknown
2808,40,entrepreneur,married,secondary
2809,57,retired,married,primary
2810,29,technician,single,secondary
2811,44,blue-collar,married,primary
2812,41,admin.,single,secondary
2813,47,technician,married,secondary
2814,43,technician,married,tertiary
2815,37,technician,single,secondary
2816,34,technician,single,tertiary
2817,30,blue-collar,single,secondary
2818,57,entrepreneur,divorced,secondary
2819,26,admin.,single,secondary
2820,34,management,married,tertiary
2821,46,technician,divorced,secondary
2822,38,entrepreneur,married,tertiary
2823,37,technician,single,secondary
2824,28,management,single,tertiary
2825,57,blue-collar,married,primary
2826,39,management,married,tertiary
2827,49,services,married,secondary
2828,38,technician,married,secondary
2829,27,blue-collar,married,secondary
2830,30,admin.,married,secondary
2831,38,admin.,married,tertiary
2832,36,management,married,tertiary
2833,38,retired,single,unknown
2834,59,housemaid,married,primary
2835,37,management,married,tertiary
2836,29,self-employed,married,tertiary
