,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,boolean_data_education
1912,54,blue-collar,married,secondary,no,0,no,no,telephone,16,apr,1366,1,150,1,failure,no,False
1913,48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes,True
1914,30,services,single,tertiary,no,-477,no,yes,cellular,21,aug,1532,2,-1,0,unknown,yes,False
1915,29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,yes,False
1916,51,entrepreneur,married,tertiary,no,3921,yes,no,cellular,5,may,168,1,-1,0,unknown,no,False
1917,53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,yes,True
1918,43,blue-collar,married,secondary,no,-179,yes,no,cellular,30,jul,335,6,-1,0,unknown,no,False
1919,34,admin.,married,tertiary,no,2552,yes,yes,cellular,25,sep,74,1,-1,0,unknown,no,False
1920,40,entrepreneur,married,tertiary,no,1729,yes,no,cellular,12,may,85,1,-1,0,unknown,no,False
1921,43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,-1,0,unknown,no,False
1922,33,admin.,single,secondary,no,-300,yes,yes,cellular,25,jul,184,1,-1,0,unknown,no,False
1923,66,retired,married,secondary,no,4785,no,no,cellular,13,aug,72,3,-1,0,unknown,no,False
1924,44,technician,divorced,secondary,no,-329,yes,no,unknown,7,may,171,1,-1,0,unknown,no,False
1925,33,services,married,secondary,no,0,yes,no,telephone,22,jul,44,8,-1,0,unknown,no,False
1926,31,technician,single,secondary,no,391,no,no,cellular,13,aug,336,2,-1,0,unknown,no,False
1927,71,retired,married,primary,no,4657,no,no,cellular,16,feb,93,5,-1,0,unknown,yes,True
1928,22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,yes,True
1929,46,unemployed,single,tertiary,no,705,no,no,cellular,4,feb,398,1,-1,0,unknown,no,False
1930,32,services,married,secondary,no,255,yes,yes,unknown,21,may,86,2,-1,0,unknown,no,False
1931,45,blue-collar,married,secondary,no,4365,no,yes,cellular,9,feb,45,2,-1,0,unknown,no,False
1932,32,management,married,secondary,no,350,yes,no,unknown,28,may,110,2,-1,0,unknown,no,False
1933,49,blue-collar,married,primary,no,474,yes,yes,telephone,9,feb,152,3,221,1,failure,no,True
1934,27,technician,single,secondary,no,489,yes,no,cellular,30,jul,356,4,-1,0,unknown,yes,False
1935,46,entrepreneur,married,secondary,no,757,no,no,unknown,16,jun,382,3,-1,0,unknown,no,False
1936,37,management,single,tertiary,no,695,no,no,cellular,28,jan,233,1,-1,0,unknown,no,False
1937,30,unemployed,single,secondary,yes,-770,yes,no,unknown,28,may,87,1,-1,0,unknown,no,False
1938,44,self-employed,divorced,secondary,no,80,yes,yes,unknown,14,may,387,2,-1,0,unknown,no,False
1939,45,technician,married,secondary,no,315,yes,no,cellular,30,jun,103,1,-1,0,unknown,no,False
1940,27,student,single,secondary,no,213,no,no,cellular,27,mar,378,1,-1,0,unknown,yes,False
1941,57,housemaid,married,primary,no,0,no,no,unknown,9,jun,257,2,-1,0,unknown,no,True
1942,66,management,married,tertiary,no,2169,no,no,cellular,7,jul,282,1,-1,0,unknown,no,False
1943,40,admin.,divorced,secondary,no,212,no,no,unknown,7,jan,176,1,-1,0,unknown,no,False
1944,48,blue-collar,married,secondary,no,333,yes,no,cellular,14,may,24,6,-1,0,unknown,no,False
1945,33,blue-collar,single,secondary,no,4404,yes,no,cellular,20,nov,766,3,-1,0,unknown,no,False
1946,42,services,divorced,secondary,no,257,yes,no,cellular,12,may,955,2,-1,0,unknown,yes,False
1947,47,unemployed,married,secondary,no,3188,yes,no,cellular,3,feb,426,3,-1,0,unknown,no,False
1948,27,technician,single,tertiary,no,3083,yes,no,unknown,29,may,244,2,-1,0,unknown,no,False
1949,78,retired,married,tertiary,no,226,no,no,telephone,6,nov,136,1,-1,0,unknown,no,False
1950,50,services,married,primary,no,1260,no,no,cellular,18,nov,172,1,-1,0,unknown,no,True
1951,46,entrepreneur,single,tertiary,no,1410,yes,no,cellular,19,nov,93,1,189,8,failure,no,False
1952,41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success,yes,False
1953,36,admin.,single,tertiary,no,980,no,no,cellular,11,nov,118,4,104,7,failure,no,False
1954,49,retired,married,primary,no,-37,no,no,unknown,4,jul,191,2,-1,0,unknown,no,True
1955,46,management,divorced,tertiary,no,-154,yes,yes,unknown,27,may,107,2,-1,0,unknown,no,False
1956,77,retired,married,primary,no,680,no,no,telephone,24,feb,513,2,89,7,failure,no,True
1957,30,technician,single,tertiary,no,799,yes,yes,unknown,6,jun,91,18,-1,0,unknown,no,False
1958,43,management,single,secondary,yes,-1164,yes,yes,cellular,18,jul,76,4,-1,0,unknown,no,False
1959,44,blue-collar,married,secondary,no,2523,yes,no,unknown,29,may,1236,2,-1,0,unknown,no,False
1960,40,blue-collar,married,primary,no,98,yes,no,unknown,2,jun,193,5,-1,0,unknown,no,True
1961,38,blue-collar,married,primary,no,3419,yes,no,unknown,20,jun,324,5,-1,0,unknown,no,True
1962,25,unemployed,single,tertiary,no,343,no,no,cellular,1,jun,377,1,-1,0,unknown,yes,False
1963,49,management,married,tertiary,no,852,yes,no,cellular,20,nov,408,1,-1,0,unknown,no,False
1964,33,blue-collar,married,primary,no,50,yes,no,cellular,7,may,246,2,-1,0,unknown,no,True
1965,40,management,single,tertiary,no,0,no,no,cellular,26,aug,58,7,-1,0,unknown,no,False
1966,44,blue-collar,married,primary,no,10,yes,no,cellular,17,jul,196,1,-1,0,unknown,no,True
1967,32,blue-collar,married,secondary,no,950,yes,yes,cellular,20,apr,219,4,-1,0,unknown,no,False
1968,52,management,married,tertiary,no,0,yes,no,cellular,9,jul,197,1,-1,0,unknown,no,False
1969,35,management,married,tertiary,no,175,yes,no,cellular,7,aug,257,2,-1,0,unknown,no,False
1970,35,technician,married,secondary,no,-259,yes,no,cellular,29,jan,381,1,247,2,failure,no,False
1971,32,management,married,secondary,no,6217,yes,yes,unknown,21,may,486,2,-1,0,unknown,no,False
1972,42,technician,married,secondary,no,-1310,yes,yes,unknown,28,may,162,1,-1,0,unknown,no,False
1973,59,blue-collar,married,unknown,no,139,no,no,unknown,5,jun,153,1,-1,0,unknown,no,False
1974,44,technician,single,secondary,no,7138,no,no,cellular,8,aug,809,2,-1,0,unknown,yes,False
1975,50,admin.,divorced,secondary,no,1111,yes,no,cellular,17,apr,50,1,-1,0,unknown,no,False
1976,27,blue-collar,single,secondary,no,113,no,no,cellular,22,jul,39,17,-1,0,unknown,no,False
1977,55,management,divorced,tertiary,no,-612,no,no,cellular,26,aug,131,2,-1,0,unknown,no,False
1978,54,blue-collar,married,unknown,no,310,yes,no,telephone,28,jan,526,4,258,3,other,no,False
1979,31,unemployed,single,secondary,no,-186,yes,no,unknown,26,may,172,3,-1,0,unknown,no,False
1980,56,admin.,married,unknown,no,2038,no,no,cellular,8,feb,405,1,305,1,success,no,False
1981,51,self-employed,married,tertiary,no,833,no,no,cellular,31,jul,77,3,-1,0,unknown,no,False
1982,61,blue-collar,married,primary,no,625,yes,no,unknown,19,may,158,2,-1,0,unknown,no,True
1983,34,technician,single,secondary,no,105,yes,no,cellular,7,may,146,2,171,3,failure,no,False
1984,56,blue-collar,married,primary,no,551,no,no,unknown,29,may,27,1,-1,0,unknown,no,True
1985,29,student,single,unknown,no,145,no,no,cellular,14,aug,105,1,-1,0,unknown,no,False
1986,34,management,single,tertiary,no,618,yes,no,unknown,3,jun,119,4,-1,0,unknown,no,False
1987,35,services,single,secondary,no,1063,yes,yes,cellular,16,apr,327,1,-1,0,unknown,no,False
1988,56,admin.,divorced,secondary,no,985,no,yes,cellular,18,aug,150,2,-1,0,unknown,no,False
1989,45,blue-collar,married,secondary,no,2926,yes,yes,cellular,19,nov,482,3,120,2,failure,no,False
1990,31,admin.,single,secondary,no,-449,yes,no,unknown,28,may,81,2,-1,0,unknown,no,False
1991,37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,1164,2,-1,0,unknown,yes,False
1992,43,admin.,married,secondary,no,0,yes,no,cellular,17,jul,674,3,-1,0,unknown,no,False
1993,40,management,married,unknown,no,419,yes,no,cellular,10,jul,347,1,-1,0,unknown,no,False
1994,44,management,married,primary,no,4758,yes,no,cellular,22,jul,712,6,-1,0,unknown,yes,True
1995,38,admin.,single,secondary,no,-23,no,no,cellular,20,nov,48,2,-1,0,unknown,no,False
1996,58,management,divorced,tertiary,no,1573,yes,yes,cellular,17,nov,279,1,-1,0,unknown,no,False
1997,24,blue-collar,single,secondary,no,77,yes,no,unknown,16,may,236,2,-1,0,unknown,no,False
1998,53,services,married,secondary,no,1378,yes,no,cellular,18,jul,91,2,-1,0,unknown,no,False
1999,36,blue-collar,married,secondary,no,-73,yes,yes,cellular,18,may,15,8,-1,0,unknown,no,False
2000,28,blue-collar,married,primary,no,60,yes,no,cellular,6,may,161,1,337,1,failure,no,True
2001,45,blue-collar,married,primary,no,137,yes,yes,unknown,16,may,187,19,-1,0,unknown,no,True
2002,32,admin.,single,tertiary,no,1583,yes,no,cellular,19,nov,100,1,182,1,failure,no,False
2003,46,admin.,married,secondary,no,-121,yes,yes,cellular,8,jul,214,4,-1,0,unknown,no,False
2004,28,blue-collar,single,secondary,no,1065,yes,yes,cellular,17,apr,406,1,317,1,failure,no,False
2005,51,unemployed,married,secondary,no,-13,yes,no,cellular,13,may,361,1,364,1,failure,no,False
2006,51,blue-collar,married,primary,no,1869,no,no,unknown,17,jun,30,3,-1,0,unknown,no,True
2007,30,technician,single,secondary,no,4787,yes,no,unknown,4,jun,99,2,-1,0,unknown,no,False
2008,39,technician,married,secondary,yes,-183,yes,no,unknown,14,may,202,2,-1,0,unknown,no,False
2009,28,blue-collar,married,primary,no,702,yes,no,unknown,26,jun,318,2,-1,0,unknown,no,True
2010,31,management,single,tertiary,no,1494,no,no,cellular,13,aug,275,12,-1,0,unknown,no,False
2011,31,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,59,4,-1,0,unknown,no,True
2012,38,management,married,tertiary,no,46,no,no,cellular,29,aug,70,4,-1,0,unknown,no,False
2013,31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1126,1,335,1,failure,no,False
2014,74,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,343,3,-1,0,unknown,yes,False
2015,40,management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes,False
2016,43,technician,married,secondary,no,7876,yes,no,cellular,11,aug,209,2,-1,0,unknown,no,False
2017,34,technician,single,tertiary,no,925,yes,no,cellular,13,apr,709,1,-1,0,unknown,yes,False
2018,54,management,divorced,tertiary,no,7010,no,no,cellular,11,mar,275,2,-1,0,unknown,no,False
2019,51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure,no,True
2020,33,blue-collar,married,secondary,no,285,no,yes,unknown,3,jul,267,1,-1,0,unknown,no,False
2021,41,technician,married,tertiary,no,0,no,no,unknown,20,jun,95,1,-1,0,unknown,no,False
2022,33,management,single,tertiary,no,3170,no,no,cellular,28,oct,246,2,-1,0,unknown,no,False
2023,48,admin.,married,secondary,no,8,no,yes,cellular,7,jul,46,1,-1,0,unknown,no,False
2024,42,self-employed,divorced,tertiary,no,216,yes,no,cellular,8,may,144,3,-1,0,unknown,no,False
2025,35,management,single,tertiary,no,2975,no,no,cellular,8,aug,249,2,-1,0,unknown,no,False
2026,25,admin.,married,secondary,no,894,yes,no,unknown,28,may,328,1,-1,0,unknown,no,False
2027,38,blue-collar,single,primary,no,490,yes,yes,unknown,25,aug,17,1,-1,0,unknown,no,True
2028,45,entrepreneur,married,secondary,no,245,yes,no,unknown,14,may,126,3,-1,0,unknown,no,False
2029,59,management,divorced,tertiary,no,0,yes,no,cellular,31,jul,52,8,-1,0,unknown,no,False
2030,47,management,married,unknown,no,150,no,no,unknown,9,jun,52,1,-1,0,unknown,no,False
2031,33,management,married,tertiary,no,4,yes,no,cellular,16,jul,285,5,-1,0,unknown,no,False
2032,59,management,married,primary,no,1727,no,no,telephone,25,may,500,4,358,2,failure,yes,True
2033,41,blue-collar,divorced,primary,no,664,no,yes,cellular,15,jul,955,5,-1,0,unknown,yes,True
2034,42,technician,married,secondary,no,473,yes,no,cellular,7,jul,216,5,-1,0,unknown,no,False
2035,51,technician,divorced,tertiary,no,0,no,no,cellular,28,aug,84,7,-1,0,unknown,no,False
2036,45,management,married,tertiary,no,-192,yes,no,cellular,6,may,138,3,-1,0,unknown,no,False
2037,30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes,False
2038,33,blue-collar,single,secondary,no,5137,yes,no,cellular,6,may,123,1,-1,0,unknown,no,False
2039,43,management,married,tertiary,no,13044,no,no,cellular,18,aug,36,4,-1,0,unknown,no,False
2040,37,blue-collar,married,secondary,no,1053,no,no,unknown,16,jun,405,3,-1,0,unknown,no,False
2041,73,retired,married,primary,no,154,no,no,cellular,15,oct,103,1,-1,0,unknown,no,True
2042,43,blue-collar,married,secondary,no,625,yes,no,unknown,30,sep,175,1,-1,0,unknown,no,False
2043,52,unemployed,married,primary,no,255,no,yes,cellular,10,jul,374,3,-1,0,unknown,no,True
2044,44,management,married,tertiary,no,529,yes,no,unknown,4,jun,129,4,-1,0,unknown,no,False
2045,56,management,married,tertiary,no,318,no,yes,telephone,9,jul,246,3,-1,0,unknown,no,False
2046,21,services,single,secondary,no,1903,yes,no,unknown,29,may,107,2,-1,0,unknown,no,False
2047,43,unknown,married,tertiary,no,1937,no,no,unknown,19,jun,385,1,-1,0,unknown,no,False
2048,54,management,married,primary,no,3859,no,yes,cellular,20,nov,104,3,-1,0,unknown,no,True
2049,59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91,10,success,yes,True
2050,52,blue-collar,married,primary,no,230,yes,no,cellular,6,may,198,2,170,2,failure,no,True
2051,31,admin.,single,secondary,no,747,yes,no,unknown,26,may,543,2,-1,0,unknown,yes,False
2052,53,admin.,married,secondary,no,263,no,yes,cellular,18,jul,143,7,-1,0,unknown,no,False
2053,24,technician,single,secondary,no,-46,yes,no,unknown,19,may,23,1,-1,0,unknown,no,False
2054,57,retired,married,secondary,no,0,no,yes,unknown,30,jun,104,2,-1,0,unknown,no,False
2055,48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success,yes,False
2056,57,technician,married,secondary,no,1469,yes,no,cellular,17,nov,364,1,-1,0,unknown,no,False
2057,51,technician,married,secondary,no,18,no,yes,cellular,25,jul,363,6,-1,0,unknown,no,False
2058,50,management,divorced,tertiary,no,201,yes,no,cellular,24,jul,248,1,-1,0,unknown,no,False
2059,34,blue-collar,married,secondary,no,1412,yes,yes,unknown,27,may,157,2,-1,0,unknown,no,False
2060,43,blue-collar,married,primary,no,-93,yes,no,unknown,26,may,402,2,-1,0,unknown,no,True
2061,31,services,married,secondary,no,-331,yes,no,unknown,23,may,203,5,-1,0,unknown,no,False
2062,29,blue-collar,married,unknown,no,486,yes,no,cellular,6,may,422,1,363,1,failure,no,False
2063,39,blue-collar,married,primary,no,694,yes,no,cellular,21,nov,44,1,-1,0,unknown,no,True
2064,36,management,single,tertiary,no,2806,yes,no,unknown,30,may,358,4,-1,0,unknown,no,False
2065,38,unemployed,single,tertiary,no,0,no,no,cellular,6,feb,39,2,-1,0,unknown,no,False
2066,56,management,divorced,tertiary,no,2959,yes,no,telephone,18,may,325,1,-1,0,unknown,no,False
2067,41,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,238,3,126,4,other,no,True
2068,47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure,yes,False
2069,38,management,single,tertiary,no,35,yes,no,cellular,17,apr,156,1,273,3,failure,no,False
2070,80,retired,married,secondary,no,8304,no,no,telephone,6,apr,681,1,118,11,success,no,False
2071,37,services,married,secondary,no,4760,yes,no,cellular,20,nov,187,2,-1,0,unknown,no,False
2072,44,management,single,tertiary,no,-1313,yes,yes,cellular,15,may,104,10,-1,0,unknown,no,False
2073,33,blue-collar,single,secondary,no,697,no,no,cellular,6,feb,860,2,-1,0,unknown,yes,False
2074,53,technician,married,secondary,no,230,no,yes,cellular,13,aug,112,2,-1,0,unknown,no,False
2075,69,retired,married,tertiary,no,473,no,no,cellular,7,jul,112,1,78,1,failure,no,False
2076,46,technician,married,secondary,no,1427,yes,no,unknown,14,may,32,3,-1,0,unknown,no,False
2077,30,management,single,tertiary,no,201,yes,no,cellular,17,mar,325,2,-1,0,unknown,yes,False
2078,31,self-employed,single,secondary,no,1086,no,no,cellular,20,nov,410,1,-1,0,unknown,no,False
2079,38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,640,1,-1,0,unknown,no,False
2080,34,services,divorced,secondary,no,44,no,no,unknown,9,jun,118,1,-1,0,unknown,no,False
2081,48,unknown,married,unknown,no,286,no,no,cellular,30,jul,166,2,-1,0,unknown,no,False
2082,46,blue-collar,divorced,primary,no,216,no,no,cellular,2,feb,173,1,-1,0,unknown,no,True
2083,42,admin.,married,secondary,no,214,yes,no,unknown,28,may,21,24,-1,0,unknown,no,False
2084,41,blue-collar,married,secondary,no,343,yes,no,unknown,14,may,89,7,-1,0,unknown,no,False
2085,33,blue-collar,married,secondary,no,-77,yes,no,cellular,28,jul,151,3,-1,0,unknown,no,False
2086,39,blue-collar,married,primary,no,1046,no,no,unknown,19,jun,112,4,-1,0,unknown,no,True
2087,27,student,single,secondary,no,1566,no,no,cellular,30,jan,164,5,-1,0,unknown,no,False
2088,26,management,single,tertiary,no,592,no,no,telephone,29,jan,145,2,164,1,other,no,False
2089,38,management,single,tertiary,no,104,yes,no,cellular,6,may,606,3,-1,0,unknown,yes,False
2090,48,blue-collar,married,secondary,no,0,yes,no,unknown,26,may,105,1,-1,0,unknown,no,False
2091,54,services,married,secondary,no,-22,no,yes,cellular,9,jul,85,1,-1,0,unknown,no,False
2092,51,services,married,secondary,no,0,no,no,cellular,18,jul,439,3,-1,0,unknown,no,False
2093,47,technician,married,secondary,no,72,no,no,unknown,29,may,278,1,-1,0,unknown,no,False
2094,53,technician,married,secondary,no,100,no,no,cellular,13,aug,205,4,-1,0,unknown,no,False
2095,35,blue-collar,married,primary,no,319,yes,no,cellular,16,jul,221,1,-1,0,unknown,no,True
2096,58,management,married,tertiary,no,9339,yes,no,telephone,18,nov,52,3,172,3,other,no,False
2097,52,management,divorced,tertiary,no,50,yes,no,unknown,12,jun,84,3,-1,0,unknown,no,False
2098,57,retired,married,secondary,yes,32,yes,no,cellular,15,may,476,3,-1,0,unknown,no,False
2099,52,management,married,tertiary,no,6922,no,no,cellular,20,nov,371,1,-1,0,unknown,no,False
2100,35,management,single,tertiary,no,633,yes,no,cellular,17,apr,128,3,-1,0,unknown,no,False
2101,48,technician,married,secondary,no,4265,yes,no,unknown,13,may,220,2,-1,0,unknown,no,False
2102,46,entrepreneur,married,tertiary,no,2262,no,no,telephone,14,jul,44,14,-1,0,unknown,no,False
2103,39,services,married,secondary,no,1970,yes,no,unknown,8,jun,30,1,404,2,success,no,False
2104,38,self-employed,divorced,tertiary,no,1513,no,no,cellular,7,may,330,1,342,1,failure,no,False
2105,34,entrepreneur,married,secondary,no,4659,yes,no,unknown,30,aug,28,1,-1,0,unknown,no,False
2106,47,entrepreneur,married,primary,no,668,no,no,cellular,12,may,908,1,-1,0,unknown,no,True
2107,35,management,divorced,tertiary,no,649,no,no,cellular,16,apr,177,1,-1,0,unknown,no,False
2108,46,blue-collar,divorced,primary,no,452,yes,no,unknown,9,may,113,4,-1,0,unknown,no,True
2109,27,admin.,single,secondary,no,-145,yes,no,telephone,15,may,289,8,-1,0,unknown,no,False
2110,31,blue-collar,married,secondary,no,-498,yes,no,cellular,21,jul,357,1,-1,0,unknown,no,False
2111,31,management,single,tertiary,no,0,no,no,cellular,28,aug,38,16,-1,0,unknown,no,False
2112,46,admin.,married,secondary,no,22,yes,no,cellular,7,aug,414,4,-1,0,unknown,no,False
2113,31,admin.,married,secondary,no,2304,yes,no,cellular,20,nov,257,2,-1,0,unknown,no,False
2114,33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,480,1,-1,0,unknown,yes,False
2115,42,housemaid,married,primary,no,145,no,no,cellular,20,aug,252,2,-1,0,unknown,no,True
2116,33,management,single,primary,no,4897,yes,no,unknown,20,may,151,1,-1,0,unknown,no,True
2117,40,housemaid,married,primary,no,1832,no,no,cellular,6,feb,213,4,-1,0,unknown,no,True
2118,51,blue-collar,married,primary,no,3726,no,yes,cellular,27,aug,119,12,-1,0,unknown,no,True
2119,31,unemployed,married,tertiary,no,591,no,no,cellular,21,nov,161,2,-1,0,unknown,no,False
2120,62,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,227,2,-1,0,unknown,yes,False
2121,24,student,single,secondary,no,508,yes,no,telephone,18,may,12,3,374,1,other,no,False
2122,48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,yes,False
2123,41,technician,divorced,secondary,no,348,yes,no,cellular,7,may,225,2,275,2,failure,no,False
2124,43,management,married,tertiary,no,291,yes,no,unknown,9,may,150,2,-1,0,unknown,no,False
2125,52,technician,married,secondary,no,3554,no,yes,cellular,8,jul,89,1,-1,0,unknown,no,False
2126,54,blue-collar,married,primary,no,781,yes,no,unknown,9,may,103,2,-1,0,unknown,no,True
2127,32,technician,divorced,tertiary,no,267,no,no,cellular,26,may,128,1,-1,0,unknown,no,False
2128,38,blue-collar,married,primary,no,1327,yes,no,cellular,20,nov,277,1,-1,0,unknown,no,True
2129,41,admin.,married,primary,no,-306,yes,no,unknown,15,may,500,1,-1,0,unknown,yes,True
2130,31,blue-collar,single,primary,no,864,yes,no,telephone,14,may,113,2,-1,0,unknown,no,True
2131,35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,may,326,5,179,4,failure,yes,False
2132,26,admin.,married,secondary,no,0,no,no,unknown,27,may,755,1,-1,0,unknown,no,False
2133,52,technician,married,tertiary,no,214,no,no,cellular,29,aug,161,3,-1,0,unknown,no,False
2134,58,retired,married,secondary,no,425,yes,yes,cellular,17,nov,100,1,-1,0,unknown,no,False
2135,57,housemaid,married,tertiary,no,3,no,no,cellular,4,aug,142,2,-1,0,unknown,no,False
2136,34,management,married,tertiary,no,0,yes,no,unknown,8,may,214,2,-1,0,unknown,no,False
2137,59,blue-collar,married,primary,no,0,no,no,cellular,18,nov,167,2,-1,0,unknown,no,True
2138,27,technician,single,secondary,no,282,no,yes,cellular,9,jul,676,5,-1,0,unknown,no,False
2139,42,entrepreneur,married,tertiary,no,0,no,no,cellular,9,jul,236,1,-1,0,unknown,no,False
2140,47,housemaid,single,tertiary,no,3727,no,no,unknown,12,jun,993,6,-1,0,unknown,yes,False
2141,33,blue-collar,married,secondary,no,0,yes,yes,cellular,28,jul,83,12,-1,0,unknown,no,False
2142,31,services,single,secondary,no,864,yes,no,cellular,6,may,100,1,-1,0,unknown,no,False
2143,37,management,married,tertiary,no,4089,yes,no,cellular,2,feb,289,2,174,4,other,yes,False
2144,29,blue-collar,married,secondary,no,-478,no,yes,cellular,8,jul,528,2,-1,0,unknown,no,False
2145,38,unemployed,married,primary,no,-363,no,no,unknown,12,jun,340,2,-1,0,unknown,no,True
2146,35,self-employed,married,secondary,no,8883,no,no,cellular,21,nov,33,3,-1,0,unknown,no,False
2147,31,technician,single,secondary,no,1970,no,no,telephone,17,apr,284,3,-1,0,unknown,no,False
2148,62,management,married,tertiary,no,1859,no,no,telephone,6,aug,245,3,-1,0,unknown,yes,False
2149,32,technician,single,tertiary,no,1059,yes,no,cellular,17,apr,115,1,-1,0,unknown,no,False
2150,31,services,married,secondary,no,388,yes,no,unknown,5,may,730,2,-1,0,unknown,no,False
2151,51,blue-collar,divorced,primary,no,602,yes,no,cellular,11,may,347,1,284,2,failure,no,True
2152,29,services,single,secondary,no,0,no,no,cellular,17,jul,58,1,-1,0,unknown,no,False
2153,43,blue-collar,married,primary,no,255,yes,no,cellular,17,jul,180,1,-1,0,unknown,no,True
2154,36,blue-collar,married,secondary,no,63,yes,no,unknown,2,jun,56,8,-1,0,unknown,no,False
2155,34,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326,3,-1,0,unknown,no,True
2156,29,services,married,secondary,no,57,yes,no,telephone,21,jul,342,9,-1,0,unknown,no,False
2157,57,retired,married,secondary,no,523,no,yes,cellular,2,feb,49,6,-1,0,unknown,no,False
2158,43,management,married,tertiary,no,422,no,no,cellular,12,aug,110,1,-1,0,unknown,no,False
2159,33,services,married,secondary,no,386,no,no,cellular,12,nov,253,1,92,4,failure,yes,False
2160,60,management,married,tertiary,no,3387,no,no,cellular,14,aug,636,2,-1,0,unknown,no,False
2161,51,technician,married,primary,no,260,no,no,cellular,19,aug,137,2,-1,0,unknown,no,True
2162,40,admin.,single,secondary,no,-1,no,no,cellular,7,jul,173,1,-1,0,unknown,no,False
2163,51,technician,married,secondary,no,1490,yes,no,cellular,18,jul,227,2,-1,0,unknown,no,False
2164,38,services,married,secondary,no,497,yes,yes,unknown,19,may,88,5,-1,0,unknown,no,False
2165,35,technician,married,secondary,no,1707,yes,no,unknown,2,jun,426,3,-1,0,unknown,no,False
2166,47,technician,married,secondary,no,826,yes,no,telephone,18,nov,195,3,112,8,other,no,False
2167,45,blue-collar,married,primary,no,907,no,no,cellular,18,aug,230,8,-1,0,unknown,no,True
2168,40,services,married,secondary,no,1836,yes,no,cellular,12,may,750,2,-1,0,unknown,yes,False
2169,29,entrepreneur,single,secondary,no,404,no,no,cellular,30,jan,413,3,-1,0,unknown,no,False
2170,52,management,divorced,tertiary,no,907,yes,no,unknown,4,jun,104,2,-1,0,unknown,no,False
2171,26,technician,married,secondary,no,18,yes,yes,cellular,5,may,138,1,-1,0,unknown,no,False
2172,31,blue-collar,single,primary,no,-495,yes,no,unknown,29,may,334,2,-1,0,unknown,no,True
2173,55,services,married,unknown,no,1210,yes,no,unknown,30,may,868,1,-1,0,unknown,no,False
2174,35,services,married,secondary,no,819,yes,no,telephone,14,jul,102,14,-1,0,unknown,no,False
2175,56,management,divorced,tertiary,no,442,no,no,unknown,28,may,77,3,-1,0,unknown,no,False
2176,28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,199,1,92,14,success,yes,False
2177,27,student,single,secondary,no,671,yes,no,unknown,7,may,332,2,-1,0,unknown,no,False
2178,30,technician,married,secondary,no,371,no,no,cellular,7,aug,124,2,-1,0,unknown,no,False
2179,51,technician,married,tertiary,no,-3,no,no,cellular,25,aug,91,9,-1,0,unknown,no,False
2180,33,management,married,secondary,no,11,yes,no,cellular,4,may,104,3,-1,0,unknown,no,False
2181,32,blue-collar,single,secondary,no,33,yes,no,cellular,18,may,125,1,368,4,failure,no,False
2182,43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,635,3,-1,0,unknown,yes,False
2183,46,blue-collar,married,primary,no,174,no,yes,cellular,15,jul,90,1,-1,0,unknown,no,True
2184,32,management,married,tertiary,no,3107,yes,yes,cellular,25,jul,310,1,-1,0,unknown,no,False
2185,40,services,married,secondary,no,1438,yes,no,cellular,6,may,207,1,351,2,failure,no,False
2186,39,blue-collar,married,secondary,no,1367,no,no,unknown,12,jun,43,1,-1,0,unknown,no,False
2187,51,blue-collar,married,primary,no,-11,no,no,telephone,16,jul,126,4,-1,0,unknown,no,True
2188,46,admin.,single,secondary,no,1693,yes,no,cellular,25,jan,137,1,97,1,success,no,False
2189,43,blue-collar,married,primary,no,778,yes,yes,unknown,15,may,284,5,-1,0,unknown,no,True
2190,36,technician,married,tertiary,no,837,no,no,cellular,28,aug,68,6,-1,0,unknown,no,False
